doi	subject
43587-023-00549-0	Ageing
43587-023-00549-0	Cell biology
43587-023-00549-0	Molecular biology
43587-023-00549-0	Neural ageing
43587-023-00556-1	Adult stem cells
43587-023-00556-1	Ageing
43587-023-00551-6	Ageing
43587-023-00551-6	Diabetes
43588-024-00693-6	Computational science
43588-024-00693-6	Education
43588-024-00693-6	Interdisciplinary studies
43587-024-00714-z	Cancer models
43587-024-00714-z	Haematological diseases
43587-024-00700-5	Ageing
43587-024-00700-5	Medical research
43587-024-00700-5	Predictive markers
43587-024-00700-5	Statistical methods
43587-024-00700-5	Stochastic modelling
43587-024-00711-2	Ageing
43587-024-00711-2	Thymus
43587-024-00717-w	Predictive markers
43587-024-00594-3	Adult neurogenesis
43587-024-00594-3	Ageing
43587-024-00594-3	Neural stem cells
43587-024-00594-3	Reprogramming
43587-024-00594-3	Transcriptomics
43856-024-00670-0	Population screening
43856-024-00670-0	Whole body imaging
43856-024-00663-z	Predictive markers
43856-024-00663-z	Rare variants
43856-024-00673-x	Health services
43856-024-00673-x	Public health
43856-024-00659-9	Epidemiology
43856-024-00659-9	Infectious diseases
43588-024-00616-5	Cheminformatics
43588-024-00616-5	Computational chemistry
43588-024-00616-5	Method development
43588-024-00616-5	Organometallic chemistry
43856-024-00664-y	Epidemiology
43856-024-00664-y	Infectious diseases
43856-024-00662-0	Brain
43856-024-00662-0	Phase 0 trials
43587-024-00658-4	Ageing
43587-024-00658-4	Palliative care
43587-024-00658-4	Social behaviour
43587-024-00661-9	Ageing
43588-024-00692-7	Computational science
43588-024-00692-7	Quality of life
43588-024-00692-7	Society
43588-024-00676-7	Health policy
43588-024-00676-7	Research data
43587-024-00623-1	Ageing
43587-024-00623-1	Cardiovascular diseases
43587-024-00623-1	Risk factors
43587-024-00623-1	Socioeconomic scenarios
43586-024-00358-8	Biological fluorescence
43586-024-00358-8	Microscopy
43587-024-00688-y	Ageing
43587-024-00688-y	Neurological disorders
43587-024-00688-y	Psychiatric disorders
44298-024-00035-3	Biological techniques
44298-024-00035-3	Genetics
44298-024-00035-3	Microbiology
44271-024-00096-3	Politics
44271-024-00096-3	Psychology
44294-024-00025-z	Diagnosis
44294-024-00025-z	Health services
44306-024-00030-7	Magnetic properties and materials
44306-024-00030-7	Spintronics
44306-024-00030-7	Surfaces
44306-024-00030-7	 interfaces and thin films
44277-024-00009-6	Emotion
44277-024-00009-6	Human behaviour
44277-024-00009-6	Social behaviour
44298-024-00036-2	SARS-CoV-2
44298-024-00036-2	Viral evolution
44271-024-00113-5	Careers
44271-024-00113-5	Psychology
44221-024-00231-8	Environmental economics
44221-024-00231-8	Environmental studies
44221-023-00179-1	Engineering
44221-023-00179-1	Environmental sciences
44221-023-00179-1	Structural materials
44221-024-00240-7	Earth and environmental sciences
44221-024-00240-7	Environmental sciences
44303-024-00049-9	Cancer imaging
44303-024-00049-9	Positron-emission tomography
44220-023-00180-3	Immunopathogenesis
44220-023-00180-3	Pathogenesis
44259-024-00058-z	Biological techniques
44259-024-00058-z	Biotechnology
44259-024-00058-z	Computational biology and bioinformatics
44259-024-00058-z	Diseases
44259-024-00058-z	Drug discovery
44259-024-00058-z	Evolution
44259-024-00058-z	Genetics
44259-024-00058-z	Health care
44259-024-00058-z	Immunology
44259-024-00058-z	Medical research
44259-024-00058-z	Microbiology
44259-024-00058-z	Molecular biology
44259-024-00058-z	Pathogenesis
44259-024-00058-z	Risk factors
44259-024-00060-5	Antibiotics
44259-024-00060-5	Clinical microbiology
44221-024-00200-1	Earth and environmental sciences
44221-024-00200-1	Mechanical engineering
44298-024-00066-w	Microbiology
44298-024-00066-w	Viral evolution
44303-024-00053-z	Cancer
44303-024-00053-z	Oncology
44296-024-00039-3	Batteries
44296-024-00039-3	Energy science and technology
44296-024-00039-3	Energy storage
44220-023-00172-3	Medical research
44220-023-00172-3	Psychiatric disorders
44276-024-00057-7	
44303-024-00019-1	Biomedical engineering
44303-024-00019-1	Cancer imaging
44303-024-00019-1	Multiphoton microscopy
44182-024-00010-3	Electrical and electronic engineering
44182-024-00010-3	Mechanical engineering
44306-024-00022-7	Condensed-matter physics
44306-024-00022-7	Ferroelectrics and multiferroics
44306-024-00022-7	Physics
44303-024-00021-7	Cancer imaging
44303-024-00021-7	Engineering
44303-024-00017-3	Cancer imaging
44264-024-00017-1	Environmental social sciences
44264-024-00017-1	Socioeconomic scenarios
44259-024-00034-7	Antibiotics
44259-024-00034-7	Bacterial infection
44298-024-00028-2	Medical research
44298-024-00028-2	Microbiology
44276-024-00072-8	
44324-024-00016-3	Diseases
44324-024-00016-3	Metabolomics
44294-024-00020-4	Infertility
44294-024-00020-4	Reproductive biology
44271-024-00108-2	Human behaviour
44271-024-00108-2	Long-term memory
44287-023-00005-6	Electrical and electronic engineering
44284-023-00002-8	Development studies
44284-023-00002-8	Sustainability
44260-024-00019-7	Computational science
44260-024-00019-7	Computer science
44260-024-00019-7	Culture
44284-024-00037-5	Geography
44284-024-00037-5	Sociology
44286-024-00032-6	Carbon capture and storage
44286-024-00032-6	Chemical engineering
44287-024-00025-w	Biomedical engineering
44287-024-00025-w	Electrical and electronic engineering
44260-024-00011-1	Applied mathematics
44260-024-00011-1	Statistics
44325-024-00010-0	Cardiology
44325-024-00010-0	Health care
44310-024-00022-9	Optical techniques
44310-024-00022-9	Optofluidics
44323-024-00002-4	Circadian rhythms
44323-024-00002-4	Circadian rhythms and sleep
44310-024-00023-8	Integrated optics
44310-024-00023-8	Nanophotonics and plasmonics
44310-024-00021-w	Nanophotonics and plasmonics
44310-024-00021-w	Photonic crystals
44310-024-00021-w	Topological insulators
44304-024-00034-7	Geography
44304-024-00034-7	Natural hazards
44304-024-00034-7	Volcanology
44286-024-00068-8	Chemical engineering
44286-024-00068-8	Computational methods
44287-024-00044-7	Electrical and electronic engineering
44287-024-00044-7	Electronic devices
44287-024-00044-7	Ferroelectrics and multiferroics
44287-024-00052-7	Electrical and electronic engineering
44287-024-00052-7	Materials for devices
44286-023-00013-1	Bioinspired materials
44286-023-00013-1	Biomaterials – cells
44287-023-00013-6	Electrical and electronic engineering
44287-023-00013-6	Thermoelectric devices and materials
44286-024-00029-1	
44287-023-00011-8	Nanoscale materials
44287-023-00011-8	Nanoscience and technology
44385-024-00002-w	Biological techniques
44385-024-00002-w	Biotechnology
44385-024-00002-w	Cancer
44385-024-00002-w	Medical research
44385-024-00002-w	Oncology
44287-024-00017-w	Electronic devices
44287-024-00017-w	Molecular self-assembly
44287-024-00017-w	Self-assembly
44286-023-00020-2	Catalysis
44286-023-00020-2	Chemical engineering
44286-023-00020-2	Electrocatalysis
44287-024-00018-9	Energy grids and networks
44287-024-00018-9	Energy management
44287-024-00018-9	Renewable energy
44323-024-00001-5	Diseases
44323-024-00001-5	Neuroscience
44310-024-00015-8	Imaging and sensing
44310-024-00015-8	Optical techniques
44310-024-00015-8	Optics and photonics
44304-024-00019-6	Climate sciences
44304-024-00019-6	Geography
44304-024-00019-6	Natural hazards
44328-024-00004-z	Assay systems
44328-024-00004-z	Biological physics
44328-024-00004-z	Biomarkers
44328-024-00004-z	Imaging and sensing
44328-024-00002-1	Biomarkers
44328-024-00002-1	Cardiology
44328-024-00002-1	Optics and photonics
44333-024-00004-6	Energy and society
44333-024-00004-6	Energy science and technology
44333-024-00004-6	Engineering
44310-024-00016-7	Nanoscale materials
44310-024-00016-7	Optical materials and structures
44328-024-00003-0	Biological physics
44328-024-00003-0	Diagnostic markers
42256-024-00911-w	Biochemistry
42256-024-00911-w	Scientific community
42254-024-00752-x	History
42256-024-00917-4	Biomedical engineering
42256-024-00917-4	Computer science
42256-024-00917-4	Machine learning
42255-024-01120-w	Cellular neuroscience
42255-024-01120-w	Energy metabolism
42255-024-01034-7	Biochemical networks
42255-024-01034-7	Immunotherapy
42255-024-01034-7	Metabolism
42255-024-01034-7	Metabolomics
42255-024-01034-7	Networks and systems biology
42256-024-00829-3	Computational science
42256-024-00829-3	Computer science
42256-024-00810-0	Fluid dynamics
42256-024-00810-0	Statistical physics
42255-024-01019-6	Cancer metabolism
42255-024-01019-6	Cancer microenvironment
42255-024-01019-6	Hepatocellular carcinoma
42255-024-01019-6	Metabolism
42256-023-00778-3	Drug development
42256-023-00778-3	Machine learning
42256-023-00778-3	Protein design
42255-023-00962-0	Exocytosis
42255-023-00962-0	Fluorescence imaging
42255-023-00962-0	Islets of Langerhans
42255-023-00962-0	Type 2 diabetes
42255-023-00948-y	Mechanisms of disease
42255-023-00948-y	Metabolism
42255-023-00948-y	Molecular medicine
42255-023-00948-y	Osteoporosis
42255-023-00955-z	Ageing
42255-023-00955-z	Histone post-translational modifications
42255-023-00955-z	Metabolism
42255-023-00955-z	Metabolomics
42255-023-00955-z	Muscle stem cells
42256-023-00780-9	Biomedical engineering
42256-023-00780-9	Computer science
42256-023-00780-9	Electronic devices
42256-023-00780-9	Information technology
42256-023-00780-9	Sensors and biosensors
42256-023-00776-5	Animal behaviour
42256-023-00776-5	Machine learning
42256-023-00779-2	Biomedical engineering
42256-023-00779-2	Mechanical engineering
42255-023-00945-1	Adipocytes
42255-023-00945-1	Fat metabolism
42255-023-00945-1	Metabolism
42255-023-00945-1	Obesity
42256-024-00897-5	Computational science
42256-024-00897-5	Fluid dynamics
42255-024-01139-z	Type 1 diabetes
42254-024-00736-x	Applied mathematics
42254-024-00770-9	Applied mathematics
42254-024-00770-9	Computer science
42254-024-00770-9	Quantum information
42255-024-01125-5	Biologics
42255-024-01125-5	Energy metabolism
42255-024-01125-5	Mitochondria
42255-024-01125-5	Preclinical research
42255-024-01102-y	Fat metabolism
42255-024-01102-y	Obesity
42256-024-00823-9	Computational models
42256-024-00823-9	Gene expression
42256-024-00823-9	Gene regulation
42256-024-00823-9	Machine learning
42256-024-00823-9	Software
42255-024-01023-w	Metabolic disorders
42255-024-01023-w	Metabolism
42255-024-01023-w	Monocytes and macrophages
42255-024-01023-w	Obesity
42255-024-01023-w	Type 2 diabetes
42256-024-00824-8	Cortex
42256-024-00824-8	Neural decoding
42254-024-00689-1	Optical techniques
42254-024-00687-3	Applied mathematics
42256-024-00818-6	Computational science
42256-024-00818-6	Molecular dynamics
42254-024-00777-2	Computer science
42254-024-00777-2	History
42255-024-01131-7	Genome-wide association studies
42255-024-01131-7	Metabolism
42255-024-01131-7	Type 2 diabetes
42254-024-00773-6	Quantum simulation
42254-024-00773-6	Ultracold gases
42254-023-00683-z	Publishing
42256-024-00935-2	Molecular evolution
42256-024-00935-2	Protein sequence analyses
43017-024-00637-8	
42256-024-00952-1	Machine learning
42256-024-00952-1	Network models
42256-024-00943-2	Computer science
42256-024-00943-2	Electrical and electronic engineering
42256-024-00951-2	Computational science
42256-024-00951-2	Learning algorithms
42256-024-00932-5	Computational science
42256-024-00932-5	Predictive markers
42255-024-01174-w	Metabolism
42255-024-01174-w	Metabolomics
42255-024-01174-w	Organelles
42256-024-00939-y	Computer science
42256-024-00939-y	Engineering
42256-024-00940-5	Computational models
42256-024-00940-5	Machine learning
42256-024-00940-5	Protein function predictions
42256-024-00940-5	Virtual drug screening
42255-024-01168-8	Hypothalamus
42255-024-01168-8	Neural circuits
43016-024-01111-w	Agriculture
43016-024-01111-w	Developing world
42256-024-00946-z	Computational models
42256-024-00946-z	Machine learning
42256-024-00946-z	Plant molecular biology
42256-024-00948-x	Data mining
42256-024-00948-x	Data processing
42256-024-00949-w	Computational models
42256-024-00949-w	Machine learning
42254-024-00787-0	Operational research
42254-024-00787-0	Phase transitions and critical phenomena
42254-024-00788-z	Integrated optics
42254-024-00788-z	Solid-state lasers
42256-024-00909-4	Machine learning
42256-024-00909-4	Metabolomics
42256-024-00931-6	Machine learning
42256-024-00931-6	Protein function predictions
42256-024-00938-z	Applied mathematics
42256-024-00938-z	Computational science
42256-024-00938-z	Fluid dynamics
42256-024-00925-4	Auditory system
42256-024-00925-4	Computational neuroscience
42256-024-00925-4	Computational science
42256-024-00925-4	Language
42256-024-00925-4	Neuroscience
43018-024-00863-5	Cancer
43018-024-00863-5	Cancer therapeutic resistance
42256-024-00967-8	
42255-024-01162-0	Metabolism
42255-024-01162-0	Restriction factors
42255-024-01162-0	Viral infection
42255-024-01170-0	Metabolism
42255-024-01170-0	Metabolomics
42255-024-01170-0	Steroid hormones
42256-024-00937-0	Applied mathematics
42256-024-00937-0	Projection and prediction
42256-024-00928-1	Peptides
42256-024-00928-1	Self-assembly
42256-024-00904-9	Biomedical engineering
42256-024-00904-9	Electrical and electronic engineering
42256-024-00904-9	Mechanical engineering
42255-024-01166-w	Cancer metabolism
42255-024-01166-w	DNA
42255-024-01166-w	Metabolism
42256-024-00930-7	Chemical engineering
42256-024-00930-7	Materials for energy and catalysis
42255-024-01157-x	Cognitive control
42255-024-01157-x	Metabolism
42255-024-01157-x	Microbiome
42255-024-01157-x	Obesity
42254-024-00697-1	Scientific community
42255-023-00946-0	Gene expression
42255-023-00946-0	Homeostasis
42255-023-00946-0	Metabolism
42255-023-00946-0	Proteolysis
42255-023-00946-0	Stress signalling
42255-023-00958-w	Epidemiology
42255-023-00958-w	Genetics
42255-023-00958-w	Metabolism
42255-023-00958-w	Type 2 diabetes
42255-023-00941-5	Embryogenesis
42255-023-00941-5	Embryonic stem cells
42255-023-00941-5	Metabolomics
42255-023-00949-x	Mechanisms of disease
42255-023-00949-x	Metabolism
42255-023-00949-x	Metabolomics
42255-023-00949-x	Molecular medicine
42255-023-00949-x	Osteoporosis
42256-023-00774-7	Biomarkers
42256-023-00774-7	Computational models
42256-023-00774-7	Ethics
42256-023-00774-7	Machine learning
42256-023-00774-7	Translational research
42255-023-00947-z	Metabolism
42255-023-00947-z	Physiology
42255-024-01030-x	Metabolic disorders
42255-024-01030-x	Metabolism
42255-024-01030-x	Monocytes and macrophages
42255-024-01030-x	Obesity
42255-024-01030-x	Type 2 diabetes
42255-024-01067-y	Metabolism
42255-024-01067-y	Nutrition
42255-024-01067-y	Predictive markers
42255-024-01067-y	Translational research
42255-024-01074-z	Bioinformatics
42255-024-01074-z	Microbial communities
42255-024-01074-z	Mass spectrometry
42255-024-01074-z	Metabolism
42255-024-01074-z	Microbiome
42255-024-01079-8	Inflammation
42255-024-01079-8	Metabolic disorders
42255-024-01079-8	Metabolism
42255-024-01079-8	Neuro–vascular interactions
42255-024-01079-8	Obesity
42254-024-00691-7	Business and industry
42254-024-00691-7	Physics
42255-024-01097-6	Cell biology
42255-024-01097-6	Diabetes
42255-024-01097-6	Endocrinology
42256-024-00811-z	Philosophy
42256-024-00811-z	Politics and international relations
42256-024-00826-6	
42254-024-00705-4	Optics and photonics
42254-024-00705-4	Scientific community and society
42256-024-00859-x	Computer science
42256-024-00859-x	Mechanical engineering
42256-024-00852-4	Computational science
42256-024-00852-4	Computer science
42254-024-00729-w	Electronic devices
42254-024-00729-w	Topological defects
42254-024-00726-z	Computational science
42254-024-00726-z	Information theory and computation
42255-023-00943-3	Randomized controlled trials
42255-023-00943-3	Type 2 diabetes
42255-023-00956-y	Enzyme mechanisms
42255-023-00956-y	Mechanisms of disease
42255-023-00956-y	Molecular medicine
42255-023-00956-y	Organelles
42254-024-00702-7	Energy and society
42254-024-00702-7	Magnetically confined plasmas
42255-023-00951-3	Feeding behaviour
42255-023-00951-3	Neural circuits
42254-024-00696-2	Publishing
42254-024-00708-1	Scientific community
42256-024-00799-6	Biomedical engineering
42256-024-00799-6	Computer science
42256-024-00806-w	
42255-023-00952-2	Biochemistry
42255-023-00952-2	Clinical trials
42255-023-00952-2	Homeostasis
42255-023-00952-2	Metabolism
42254-024-00728-x	Condensed-matter physics
42254-024-00728-x	Electronic properties and materials
42256-024-00843-5	Cheminformatics
42256-024-00843-5	Drug discovery
42255-024-01059-y	Biochemistry
