doi	subject
nphoton.2012.348	Optical sensors
nphoton.2012.352	Optical physics
nphoton.2012.354	Biophotonics
nphoton.2012.354	Optical sensors
nphoton.2012.347	Optical data storage
nphoton.2012.347	Optical materials and structures
nphoton.2012.351	Imaging and sensing
nphoton.2012.351	Quantum dots
nphoton.2012.349	Optical physics
nphoton.2012.353	Lasers
nphoton.2012.353	 LEDs and light sources
nphoton.2012.353	Optofluidics
npre.2012.7075.1	
nphoton.2012.312	Optical physics
nphoton.2012.312	Quantum optics
nphoton.2012.356	Lab-on-a-chip
nphoton.2012.356	Optofluidics
nphoton.2012.330	Quantum optics
nnano.2012.233	Publishing
nphoton.2012.307	Biophotonics
nphoton.2012.307	Multiphoton microscopy
nphoton.2012.313	Optical physics
nphoton.2012.300	Imaging and sensing
nphoton.2012.300	Quantum optics
nphoton.2012.306	Free-electron lasers
nphoton.2012.306	Optical physics
nphoton.2012.306	X-rays
nphoton.2012.334	Frequency combs
nphoton.2012.334	Optical physics
nphoton.2012.334	Optical spectroscopy
nphoton.2012.331	Condensed-matter physics
nphoton.2012.331	Optical physics
nphoton.2012.333	Optical metrology
nphoton.2012.333	Quantum optics
nnano.2012.235	Nanoparticles
nnano.2012.235	Nanotechnology in cancer
nnano.2012.236	Nanoparticles
nnano.2012.236	Nanotechnology in cancer
nnano.2012.161	Graphene
nnano.2012.161	Spintronics
nnano.2012.161	Synthesis and processing
nphoton.2012.315	Applied optics
nphoton.2012.315	Optical physics
nphoton.2012.338	Economics
nphoton.2012.338	Optics and photonics
nnano.2012.225	Nanophotonics and plasmonics
nprot.2012.131	RNAi
nprot.2012.131	Transfection
nnano.2012.154	Electronic properties and materials
nnano.2012.154	Spintronics
nnano.2012.164	Electrocatalysis
nnano.2012.164	Imaging techniques
nnano.2012.164	Nanoparticles
nnano.2012.149	Magnetic properties and materials
nnano.2012.149	Techniques and instrumentation
nnano.2012.107	Electronic properties and materials
nnano.2012.91	Biofilms
nnano.2012.91	Environmental
nnano.2012.91	 health and safety issues
nnano.2012.91	Nanowires
nnano.2012.97	Nanoscale devices
nnano.2012.99	Nanofluidics
nnano.2012.99	Nanoscale materials
nnano.2012.94	Electronic properties and materials
nnano.2012.94	Synthesis and processing
ismej2012152	Atmospheric dynamics
ismej2012152	Environmental microbiology
ismej2012152	Microbial ecology
nnano.2012.193	Electronic properties and materials
nnano.2012.193	Electronics
nnano.2012.193	 photonics and device physics
nnano.2012.193	Two-dimensional materials
ismej2012164	Coral reefs
ismej2012164	Microbial biooceanography
ismej2012164	Pathogens
ismej2012168	Bacteria
ismej2012168	Biogeography
ismej2012168	Microbial biooceanography
ismej2012159	Bacterial physiology
ismej2012159	Community ecology
ismej2012159	Microbial biooceanography
ismej2012163	Biogeochemistry
ismej2012163	Freshwater ecology
ismej2012163	Metagenomics
ismej2012167	Biodiversity
ismej2012167	Kinetics
ismej2012167	Microbial ecology
ismej2012167	Soil microbiology
nnano.2012.24	Chemical modification
nnano.2012.24	Nanopores
nnano.2012.24	Nanosensors
nnano.2012.83	Molecular self-assembly
nnano.2012.83	Nanophotonics and plasmonics
nnano.2012.93	Carbon nanotubes and fullerenes
nnano.2012.93	Quantum physics
nnano.2012.93	Ultracold gases
nnano.2012.95	Electronic properties and materials
nnano.2012.95	Optical physics
nnano.2012.90	Nanoparticles
nnano.2012.90	Nanotechnology in cancer
nnano.2012.96	Electronic devices
nnano.2012.96	Optical physics
nnano.2012.96	Optoelectronic devices and components
ismej2012129	Coral reefs
ismej2012129	Ecosystem ecology
ismej2012129	Parasitology
nnano.2012.3	Nanotoxicology
nnano.2012.7	Electronic devices
nnano.2012.7	Molecular electronics
nnano.2012.73	Drug delivery
nnano.2012.73	Nanobiotechnology
nnano.2012.73	siRNAs
nnano.2012.81	Electronic devices
nnano.2012.81	Structural properties
nnano.2012.81	Synthesis and processing
nnano.2012.80	Organic–inorganic nanostructures
nnano.2012.80	Synthesis and processing
nnano.2012.65	Nanobiotechnology
nnano.2012.65	Surface patterning
nnano.2012.65	Synthesis and processing
nnano.2012.65	Transmission electron microscopy
npre.2012.7059.1	
nprot.2012.128	Caenorhabditis elegans
nprot.2012.128	Cell biology
nprot.2012.128	Embryology
nprot.2012.128	Time-lapse imaging
nnano.2011.240	Carbon nanotubes and fullerenes
nnano.2011.240	Nanofluidics
srep00547	Electronic properties and materials
srep00547	Statistical physics
srep00547	 thermodynamics and nonlinear dynamics
srep00547	Superconducting properties and materials
srep00553	Atmospheric science
srep00553	Biooceanography
srep00553	Climate change
srep00553	Ecology
srep00528	Archaea
srep00528	Bacteria
srep00528	Biodiversity
srep00528	Environmental microbiology
nclimate1497	Atmospheric science
nclimate1643	Climate-change mitigation
nclimate1643	Economics
nclimate1499	Climate change
nclimate1499	Conservation biology
nclimate1499	Coral reefs
nclimate1499	Physical oceanography
nclimate1667	Climate change
nclimate1667	Climate-change ecology
nclimate1671	Climate change
nclimate1671	Economics
nclimate1671	Interdisciplinary studies
nclimate1646	Climate change
nclimate1646	Climate-change policy
nclimate1646	Economics
nclimate1646	Politics
nclimate1505	Attribution
nclimate1491	Climate change
nclimate1491	Climate-change impacts
nclimate1491	Climate-change policy
nclimate1491	Economics
nclimate1489	Biooceanography
nclimate1489	Marine chemistry
srep00965	Cell signalling
srep00965	Differentiation
srep00965	Gene regulation in immune cells
srep00965	Systems biology
nclimate1639	Atmospheric science
nclimate1639	Environmental social sciences
nclimate1639	Ocean sciences
nclimate1657	Climate-change policy
nclimate1640	Economics
nclimate1640	Environmental social sciences
nclimate1640	Policy
nclimate1638	Climate change
nclimate1638	Climate-change adaptation
nclimate1371	Climate change
nclimate1371	Environmental economics
nclimate1371	Sustainability
srep00511	Biomaterials
srep00511	Biophysics
srep00511	Materials science
srep00511	Nanobiotechnology
srep00519	Applied physics
srep00519	Carbon nanotubes and fullerenes
srep00519	Quantum chemistry
srep00519	Theory and computation
srep00523	Applied physics
srep00523	Carbon nanotubes and fullerenes
srep00523	Electronic properties and materials
srep00523	Materials science
srep00525	Biodiversity
srep00525	Environmental microbiology
srep00525	Environmental sciences
srep00525	Solid Earth sciences
srep00520	Applied physics
srep00520	Condensed-matter physics
srep00520	Materials science
srep00518	Environmental microbiology
srep00518	Microbial genetics
srep00518	Molecular evolution
srep00518	Pathogens
srep00522	Quantum physics
srep00522	Statistical physics
srep00522	 thermodynamics and nonlinear dynamics
srep00522	Theoretical physics
srep00524	Biodiversity
srep00524	Computational biology and bioinformatics
srep00524	Ecology
srep00524	Imaging
nclimate1486	Biogeochemistry
nclimate1486	Climate change
nclimate1486	Grassland ecology
tp2012123	Cerebrospinal fluid proteins
tp2012123	Depression
tp2012123	Pathogenesis
nclimate1461	Climate change
nclimate1461	Ocean sciences
nclimate1465	Conservation biology
nclimate1465	Plant ecology
nclimate1473	Conservation biology
nclimate1473	Coral reefs
nclimate1473	Marine chemistry
nrneurol.2012.211	Stroke
nrneurol.2012.211	Therapeutics
nrneph.2012.147	Chronic kidney disease
nrneph.2012.147	Diagnosis
nrneph.2012.149	Mechanisms of disease
nrneph.2012.149	Renal artery stenosis
nrneurol.2012.217	Disease genetics
nrneurol.2012.217	Gene expression profiling
nrneurol.2012.217	Multiple sclerosis
nrneurol.2012.152	Epidemiology
nrneurol.2012.152	Multiple sclerosis
nrneurol.2012.152	Neuroimmunology
nrneurol.2012.154	Brain imaging
nrneurol.2012.154	Drug therapy
nrneurol.2012.154	Multiple sclerosis
nrneurol.2012.154	Pharmacokinetics
nrrheum.2012.186	Implants
nrrheum.2012.186	Osteoarthritis
nrrheum.2012.186	Surgery
nphys2399	Astrophysical plasmas
nphys2399	Planetary science
nrrheum.2012.122	Chondrocytes
nrrheum.2012.122	Disease genetics
nrrheum.2012.122	Osteoarthritis
nchembio.1090	Biocatalysis
nchembio.1090	Cancer
nchembio.1090	Protein engineering
nrrheum.2012.124	Geriatrics
nrrheum.2012.124	Nutritional supplements
nchembio.1088	Cancer
nchembio.1088	Epigenetics
nchembio.1088	Small molecules
nrendo.2012.136	Therapeutics
nrendo.2012.136	Thyroid cancer
nrneph.2012.150	Chronic kidney disease
nrneph.2012.150	Mechanisms of disease
nchembio.1028	Membrane proteins
nchembio.1028	Single-molecule fluorescence
nrneph.2012.148	Kidney
nrneph.2012.148	Therapeutics
nrrheum.2012.177	Diagnosis
nrrheum.2012.177	Psoriasis
nrrheum.2012.177	Psoriatic arthritis
nphys2392	Structure of solids and liquids
nrneurol.2012.149	Drug therapy
nrneurol.2012.149	Genetics of the nervous system
nrneurol.2012.149	Multiple sclerosis
nrneurol.2012.153	Brain imaging
nrneurol.2012.153	Chronic pain
nrneph.2012.158	Diabetic nephropathy
nrneph.2012.158	Risk factors
nrneph.2012.158	Type 2 diabetes
nrneurol.2012.155	Cerebrovascular disorders
nrneurol.2012.155	Epidemiology
nphys2401	Thermodynamics
nrendo.2012.133	Insulin signalling
nrendo.2012.133	Metabolic disorders
nrendo.2012.133	Obesity
nrrheum.2012.123	Autoimmunity
nrrheum.2012.123	Pharmacodynamics
nrrheum.2012.123	Vasculitis
nphys2403	Quantum Hall
nrendo.2012.135	Endocrine reproductive disorders
nrendo.2012.135	Genetic variation
nrendo.2012.135	Hormonal therapies
nchembio.1089	Biosynthesis
nchembio.1089	Metabolic pathways
nrrheum.2012.127	Epidemiology
nrrheum.2012.127	Gout
nrrheum.2012.127	Obesity
nrneurol.2012.103	Neuropathic pain
nrneurol.2012.103	Peripheral neuropathies
nrneurol.2012.103	Therapeutics
nphys2327	Complex networks
nchembio.1016	Alzheimer's disease
nchembio.1016	Peptides
nchembio.1016	Protein folding
nchembio.964	Enzymes
nchembio.964	Structural biology
nphys2432	Electronic properties and materials
nphys2432	Ultracold gases
nchembio.1011	Drug screening
nchembio.1011	Parasitic infection
ngeo1409	Climate change
ngeo1409	Hydrology
ngeo1409	Physical oceanography
ngeo1413	Geodynamics
ngeo1413	Geomagnetism
ngeo1413	Palaeomagnetism
ngeo1389	Atmospheric chemistry
ngeo1410	Structural geology
ngeo1410	Tectonics
ngeo1408	Atmospheric dynamics
ngeo1408	Geomorphology
ngeo1412	Atmospheric chemistry
ngeo1412	Biogeochemistry
ngeo1420	Geomagnetism
ngeo1420	Planetary science
ngeo1386	Environmental economics
ngeo1386	Geochemistry
ngeo1386	Geology
ngeo1459	Planetary science
ngeo1366	Geomorphology
ngeo1366	Hydrology
ngeo1448	Physical oceanography
ngeo1448	Volcanology
ngeo1423	Palaeoclimate
ngeo1376	Evolutionary ecology
ngeo1376	Geomorphology
ngeo1376	Palaeoclimate
ngeo1383	Geodynamics
ngeo1383	Geomorphology
ngeo1385	Geodynamics
ngeo1385	Geomorphology
ngeo1382	Geomorphology
ngeo1384	Ecology
mi201264	Lymphocyte differentiation
mi201264	Mucosal immunology
ngeo1475	Biodiversity
ngeo1475	Evolutionary ecology
ngeo1475	Palaeontology
mi201294	Mucosal immunology
mi201272	HIV infections
mi201272	Immunopathogenesis
mi201272	Interleukins
mi201272	Mucosal immunology
ngeo1428	Geodynamics
ngeo1428	Seismology
ngeo1391	Physical oceanography
mi201242	Asthma
mi201242	B cells
mi201242	Cytokines
mi201242	Lymph node
mi201251	Antibodies
mi201251	Mucosal immunology
mi201251	Viral infection
mi201237	Endocytosis
mi201237	Mucosal immunology
mi201237	Proteomic analysis
mi201241	Cell proliferation
mi201241	Cytokines
mi201241	Mucosal immunology
mi201241	Signal transduction
mi201239	Innate lymphoid cells
mi201239	Interleukins
mi201239	Mucosal immunology
mi201239	Viral infection
mi201243	Inflammation
mi201243	Mucosal immunology
mi201243	Trafficking
mi201232	Adaptive immunity
mi201232	Homeostasis
mi201232	Microbiota
mi201232	Mucosal immunology
mi201236	Bacterial genes
mi201236	Bacterial immune evasion
mi201236	Mucosal immunology
mi201238	Dendritic cells
mi201238	Interleukins
mi201238	Mucosal immunology
mi201238	Viral infection
mi201235	Immunization
mi201235	Interferons
mi201235	Mucosal immunology
mi201235	Viral infection
nrurol.2012.62	Prostate cancer
nmeth.2143	Genetic engineering
nmeth.2143	Parasitology
nmeth.2143	Zinc finger nuclease
nrrheum.2012.198	Diagnosis
nrrheum.2012.198	Rheumatic diseases
nrrheum.2012.198	Therapeutics
nrneph.2012.248	Chronic kidney disease
nrneph.2012.248	Predictive medicine
nrneph.2012.248	Risk factors
nrcardio.2012.126	Diabetes
nrcardio.2012.126	Drug therapy
nrcardio.2012.126	Dyslipidaemias
nrneph.2012.260	Epidemiology
nrneph.2012.260	Hypertension
nrneph.2012.260	Risk factors
nmeth.2157	Apoptosis
nmeth.2157	Proteomic analysis
nrgastro.2012.167	Cell therapies
nrgastro.2012.167	Crohn's disease
nrneurol.2012.226	Disease genetics
nrneurol.2012.226	Epigenetics in the nervous system
nrneurol.2012.226	Multiple sclerosis
nrurol.2012.65	Gene expression
nrurol.2012.65	Renal cell carcinoma
nmeth.2127	Fluorescent proteins
nmeth.2127	Neuroscience
nmeth.2104	Bioinformatics
nmeth.2104	Hardware and infrastructure
nmeth.2104	Theoretical ecology
nrurol.2012.190	Bladder cancer
nrurol.2012.190	Cancer metabolism
nrurol.2012.190	Chemotherapy
nmeth.2122	Electrophysiology
nmeth.2122	Neuroscience
nmeth.2122	Optogenetics
nmeth.2124	Fluorescence imaging
nmeth.2128	Glycomics
nmeth.2105	Cytological techniques
nmeth.2105	Myelin biology and repair
nmeth.2105	Nanostructures
nmeth.2105	Oligodendrocyte
nmeth.2177	Genetic techniques
nmeth.2177	Non-homologous-end joining
nmeth.2177	Synthetic biology
nrurol.2012.180	Drug therapy
nrurol.2012.180	Prostate cancer
nrurol.2012.217	Bladder disease
nrurol.2012.217	Therapeutics
nrneurol.2012.236	Alzheimer's disease
nrneurol.2012.236	Mechanisms of disease
nrneurol.2012.236	Neuroimmunology
nrneurol.2012.242	Parkinson's disease
nrneurol.2012.242	Pathology
nrurol.2012.50	Erectile dysfunction
nrurol.2012.50	Hepatitis
nrurol.2012.52	Neuropathic pain
nrurol.2012.172	Cancer immunotherapy
nrurol.2012.172	Renal cell carcinoma
nrurol.2012.172	Vaccines
nrcardio.2012.120	Coronary artery disease and stable angina
nrcardio.2012.120	Depression
nrcardio.2012.120	Therapeutics
nrgastro.2012.36	Epidemiology
nrgastro.2012.36	Oesophageal diseases
nrgastro.2012.36	Paediatrics
nrurol.2012.37	Therapeutics
nrurol.2012.37	Urinary incontinence
nrgastro.2012.163	Metabolism
nrgastro.2012.163	Microbiota
nrgastro.2012.163	Paediatrics
nrclinonc.2012.152	Chemotherapy
nrclinonc.2012.152	Geriatrics
nrclinonc.2012.152	Non-hodgkin lymphoma
nrurol.2012.169	Cancer screening
nrurol.2012.169	Diagnosis
nrurol.2012.169	Prostate cancer
nrcardio.2012.121	Acute coronary syndromes
nrcardio.2012.121	Drug therapy
nrcardio.2012.121	Interventional cardiology
nrurol.2012.40	Gene expression
nrurol.2012.40	Urogenital diseases
nclimate1369	Climate-change adaptation
nclimate1369	Climate-change impacts
nclimate1369	Public health
nclimate1373	
nclimate1346	Agroecology
nclimate1346	Climate-change mitigation
nclimate1346	Conservation biology
nclimate1346	Ecosystem services
nclimate1348	Ecology
nclimate1352	Behavioural ecology
nclimate1352	Biooceanography
nclimate1352	Neurotransmitters
nclimate1610	Climate-change policy
nclimate1610	Psychology
nclimate1610	Scientific community and society
srep00253	Molecular engineering
srep00253	Neurodegeneration
srep00253	Virology
srep00754	Applied physics
srep00754	Electronic devices
srep00754	Materials chemistry
srep00754	Polymer chemistry
srep00745	Evolutionary biology
srep00745	Genetic variation
srep00745	Molecular evolution
srep00745	Population genetics
srep00749	Anxiety
srep00749	Diseases of the nervous system
srep00749	Inner ear
srep00749	Neuroscience
srep00753	Animal behaviour
srep00753	Biodiversity
srep00753	Computational biology and bioinformatics
srep00753	Zoology
srep00428	Computational biology and bioinformatics
srep00428	RNAi
srep00428	Systems biology
srep00432	Condensed-matter physics
srep00432	Magnetic properties and materials
srep00432	Quantum physics
srep00432	Statistical physics
srep00432	 thermodynamics and nonlinear dynamics
srep00438	Gene regulation
srep00438	Oncogenesis
srep00438	Virology
srep00417	Synaptic plasticity
srep00417	Synaptic transmission
srep00417	Visual system
srep00421	Chemical physics
srep00421	Condensed-matter physics
srep00421	Statistical physics
srep00421	 thermodynamics and nonlinear dynamics
srep00421	Theoretical physics
srep00419	Biooceanography
srep00419	Environmental chemistry
srep00419	Environmental sciences
srep00419	Solid Earth sciences
srep00423	Mathematics and computing
srep00423	Neuroscience
srep00423	Statistical physics
srep00423	 thermodynamics and nonlinear dynamics
srep00423	Techniques and instrumentation
srep00427	Carbon nanotubes and fullerenes
srep00427	Electronic properties and materials
srep00427	Materials chemistry
srep00427	Nanoparticles
srep00435	Imaging
srep00435	Medical research
srep00435	Pathology
srep00435	Techniques and instrumentation
srep00412	Applied physics
srep00412	Materials science
srep00412	Theory and computation
srep00416	Ecology
srep00416	Environmental sciences
srep00416	Solid Earth sciences
srep00418	Applied physics
srep00418	Materials chemistry
srep00418	Materials science
srep00418	Mechanical properties
srep00422	Biophysics
srep00422	Genetic models
srep00422	Systems biology
srep00422	Theory and computation
srep00424	Biological models
srep00424	Developmental biology
srep00424	Differentiation
srep00424	Medical research
srep00426	Condensed-matter physics
srep00426	Materials science
srep00426	Superconducting properties and materials
nclimate1601	Climate-change mitigation
nclimate1601	Forest ecology
nutd201230	Cell signalling
nutd201230	Duodenum
nutd201230	Feeding behaviour
nutd201230	Gene regulation
tp2012125	Bipolar disorder
tp2012125	Infection
tp2012125	Molecular neuroscience
tp2012125	Schizophrenia
tp2012120	Depression
tp2012120	Interleukins
tp2012120	Pathogenesis
nclimate1557	Attribution
nclimate1557	Cryospheric science
nrneph.2012.70	Kidney diseases
nrneph.2012.70	Toxicology
nrneph.2012.70	Transplantation
nrneph.2012.68	IgA nephropathy
nrneph.2012.68	Pathogenesis
nchembio.945	Apoptosis
nchembio.945	Metabolism
