,doi,subject
49,s41541-019-0153-1,Protein vaccines
50,s41541-020-0160-2,Malaria
51,s41541-020-0160-2,Protein vaccines
52,s41525-019-0108-5,Cancer genomics
53,s41525-019-0108-5,Cancer stem cells
54,s41525-019-0108-5,Gene expression analysis
55,s41525-019-0108-5,Gene regulatory networks
56,s41535-019-0205-9,Superconducting properties and materials
57,s41535-019-0205-9,Surfaces
58,s41535-019-0205-9, interfaces and thin films
59,s41541-019-0149-x,Cancer therapy
60,s41541-019-0149-x,Cell vaccines
61,s41541-019-0149-x,CNS cancer
62,s41541-019-0149-x,Translational research
63,s41541-019-0149-x,Tumour immunology
64,s41535-020-0208-6,Electronic properties and materials
65,s41535-020-0208-6,Superconducting properties and materials
66,s41541-020-0156-y,Adjuvants
67,s41541-020-0156-y,Peptide vaccines
68,s41578-020-0199-8,Biomedical engineering
69,s41578-020-0199-8,Pluripotent stem cells
70,s41578-020-0199-8,Preclinical research
71,s41578-020-0199-8,Stem-cell differentiation
72,s41578-020-0177-1,Careers
73,s41578-020-0177-1,Funding
74,s41578-020-0177-1,Policy
75,s41564-020-0722-0,Antimicrobial resistance
76,s41564-020-0722-0,Environmental microbiology
77,s41564-020-0722-0,Infectious diseases
78,s41564-020-0722-0,Policy and public health in microbiology
79,s41564-020-0722-0,Risk factors
80,s41560-020-0582-0,Energy access
81,s41560-020-0582-0,Energy efficiency
82,s41560-020-0582-0,Energy justice
83,s41560-020-0582-0,Energy policy
84,s41564-020-0695-z,Applied microbiology
85,s41564-020-0695-z,Biodiversity
86,s41564-020-0695-z,Diseases
87,s41564-020-0695-z,Microbiology
88,s41564-020-0695-z,Virology
89,s41392-020-00352-y,Vaccines
90,s41541-020-00245-9,Diseases
91,s41541-020-00245-9,Immunology
92,s41541-020-00245-9,Microbiology
93,s41541-020-00245-9,Pathogenesis
0,s41394-020-0307-4,Bladder cancer
1,s41394-020-0307-4,Cancer epidemiology
2,s41394-020-0307-4,Risk factors
3,s41394-020-0301-x,Health care
4,s41394-020-0301-x,Physiology
5,s41578-020-00235-2,Biomedical materials
6,s41578-020-00235-2,Bionanoelectronics
7,s41578-020-00235-2,Electronic devices
8,s41578-020-00235-2,Translational research
9,s41477-020-0614-6,Genetic engineering
10,s41477-020-0614-6,Plant biotechnology
11,s41477-020-0638-y,Light responses
12,s41477-020-0638-y,Plant molecular biology
13,s41477-020-0638-y,Plant signalling
14,s41394-020-00364-4,Public health
15,s41394-020-00364-4,Quality of life
16,s41477-020-0650-2,Auxin
17,s41477-020-0650-2,Cell biology
18,s41477-020-0650-2,Genetics
19,s41477-020-0650-2,Plant signalling
20,s41477-020-0659-6,Agroecology
21,s41477-020-0659-6,Archaeology
22,s41477-020-0659-6,Plant evolution
23,s41477-020-0659-6,Population genetics
24,s41578-020-00239-y,Chemical engineering
25,s41578-020-00239-y,Nanoparticles
26,s41578-020-00239-y,Sustainability
27,s41477-020-0593-7,Cryoelectron microscopy
28,s41477-020-0593-7,Photosystem I
29,s41477-020-0688-1,Bioinformatics
30,s41477-020-0688-1,RNA sequencing
31,s41477-020-0688-1,Transcriptomics
32,s41477-020-0690-7,Protein enrichment
33,s41477-020-0690-7,Virulence
34,s41477-020-0599-1,Extracellular signalling molecules
35,s41477-020-0599-1,Pollen tube
36,s41477-020-0599-1,Protein trafficking in plants
37,s41394-020-00347-5,Bone
38,s41394-020-00347-5,Spinal cord diseases
39,s41394-020-00347-5,Trauma
40,s41477-020-0597-3,Pollination
41,s41477-020-0597-3,Self incompatability
42,s41477-019-0581-y,Archaeology
43,s41477-019-0581-y,Climate-change impacts
44,s41477-019-0581-y,Palaeoclimate
45,s41477-019-0581-y,Palaeoecology
46,s41477-020-0592-8,Climate change
47,s41477-020-0592-8,Ecology
48,s41477-020-0592-8,Forest ecology
49,s41477-020-0592-8,Population dynamics
50,s41477-020-0711-6,Agricultural genetics
51,s41477-020-0711-6,Plant biotechnology
52,s41477-020-0711-6,Plant breeding
53,s41477-020-00759-z,Classical conditioning
54,s41477-020-00759-z,Plant sciences
55,s41378-020-0154-2,Engineering
56,s41378-020-0154-2,Sensors
57,s41540-020-00153-7,Biochemical networks
58,s41540-020-00153-7,Computational biology and bioinformatics
59,s41540-020-00153-7,Computer modelling
60,s41540-020-00153-7,Metabolic engineering
61,s41378-020-0174-y,Engineering
62,s41378-020-0174-y,Other nanotechnology
63,s41524-020-00422-3,Batteries
64,s41522-020-00152-w,Biofilms
65,s41522-020-00152-w,Metagenomics
66,s41534-020-00320-y,Quantum metrology
67,s41534-020-00320-y,Quantum optics
68,s41534-020-00320-y,Single photons and quantum effects
69,s41523-020-0160-4,Breast cancer
70,s41523-020-0160-4,Tumour biomarkers
71,s41526-020-0107-y,Biophysics
72,s41526-020-0107-y,Cryoelectron microscopy
73,s41394-020-0295-4,Bone
74,s41394-020-0295-4,Health care
75,s41394-020-0295-4,Health services
76,s41405-020-0035-7,Endodontic files
77,s41405-020-0035-7,Root canal treatment
78,s41523-020-0166-y,Breast cancer
79,s41523-020-0166-y,Cancer therapy
80,s41523-020-0166-y,Medical research
81,s41523-020-0164-0,Breast cancer
0,s41534-020-00307-9,Information theory and computation
1,s41534-020-00307-9,Quantum optics
2,s41378-020-0179-6,Electrical and electronic engineering
3,s41378-020-0179-6,Nanoscale devices
4,s41420-020-00318-7,Cell death and immune response
5,s41420-020-00318-7,Diabetes complications
6,s41420-020-00318-7,Inflammasome
7,s41378-020-0180-0,Engineering
8,s41378-020-0180-0,Materials science
9,s41523-020-00181-w,Breast cancer
10,s41523-020-00186-5,Prognostic markers
11,s41523-020-00186-5,Tumour biomarkers
12,s41537-020-00113-4,Psychosis
13,s41537-020-00113-4,Schizophrenia
14,s41378-020-00184-4,Carbon nanotubes and fullerenes
15,s41378-020-00184-4,Electrical and electronic engineering
16,s41378-020-00189-z,Nanoscale devices
17,s41378-020-00189-z,Other nanotechnology
18,s41523-020-00184-7,Breast cancer
19,s41523-020-00184-7,Predictive markers
20,s41534-020-00308-8,Electrical and electronic engineering
21,s41534-020-00308-8,Information technology
22,s41534-020-00308-8,Spintronics
23,s41378-020-00191-5,Chemistry
24,s41378-020-00191-5,Electrical and electronic engineering
25,s41420-020-00314-x,Apoptosis
26,s41420-020-00314-x,Radiotherapy
27,s41599-020-0432-5,Business and management
28,s41599-020-0432-5,Finance
29,s41599-020-0432-5,Medical humanities
30,s41599-020-0432-5,Science
31,s41599-020-0432-5, technology and society
32,s41537-020-00114-3,Biomarkers
33,s41537-020-00114-3,Schizophrenia
34,s41524-020-00394-4,Atomistic models
35,s41524-020-00394-4,Computational methods
36,s41524-020-00394-4,Electrochemistry
37,s41526-020-00115-7,Biophysics
38,s41526-020-00115-7,Developmental biology
39,s41421-020-00194-6,Cell biology
40,s41421-020-00194-6,Developmental biology
41,s41420-020-00317-8,Apoptosis
42,s41420-020-00317-8,Respiratory distress syndrome
43,s41420-020-00317-8,Translational research
44,s41523-020-00185-6,Breast cancer
45,s41523-020-00185-6,Cancer genetics
46,s41523-020-00185-6,Genome-wide association studies
47,s41420-020-00315-w,Breast cancer
48,s41420-020-00315-w,Tumour-suppressor proteins
49,s41477-020-0683-6,Plant transporters
50,s41477-020-0683-6,Rhizobial symbiosis
51,s41477-019-0583-9,Parasitism
52,s41477-019-0583-9,Plant sciences
53,s41477-019-0583-9,Proteomics
54,s41477-020-0720-5,Plant cell biology
55,s41477-020-0720-5,Plant sciences
56,s41477-020-0716-1,Agricultural genetics
57,s41477-020-0716-1,Molecular engineering in plants
58,s41522-020-00160-w,Bacteria
59,s41522-020-00160-w,Microbiology
60,s41572-020-0174-0,Paediatric cancer
61,s41572-020-0174-0,Pituitary diseases
62,s41572-020-0167-z,Breast cancer
63,s41572-020-0167-z,Cancer therapy
64,s41572-020-0167-z,Radiotherapy
65,s41572-020-0167-z,Tumour biomarkers
66,s41572-020-0175-z,Diseases
67,s41421-020-00190-w,Ageing
68,s41421-020-00190-w,Mechanisms of disease
69,s41599-020-0417-4,Economics
70,s41599-020-0417-4,Geography
0,s41477-020-0660-0,Leaf development
1,s41477-020-0660-0,Medicago truncatula
2,s41524-020-00385-5,Electronic properties and materials
3,s41524-020-00385-5,Two-dimensional materials
4,s41420-020-00308-9,Depression
5,s41420-020-00308-9,Molecular neuroscience
6,s41405-020-0040-x,Dentistry
7,s41405-020-0040-x,Glass-ionomer cement
8,s41405-020-0040-x,Health care
9,s41524-020-00369-5,Metamaterials
10,s41524-020-00369-5,Theory and computation
11,s41420-020-00301-2,Cancer prevention
12,s41420-020-00301-2,Macroautophagy
13,s41523-020-00176-7,Breast cancer
14,s41523-020-00176-7,Cancer genomics
15,s41524-020-00350-2,Electronic structure
16,s41524-020-00350-2,Solar cells
17,s41534-020-00293-y,Quantum metrology
18,s41534-020-00293-y,Quantum optics
19,s41524-020-00379-3,Engineering
20,s41524-020-00379-3,Metals and alloys
21,s41378-020-0173-z,Nanometrology
22,s41378-020-0173-z,Sensors
23,s41420-020-00309-8,Diseases
24,s41420-020-00309-8,Immunology
25,s41420-020-00309-8,Microbiology
26,s41421-020-00193-7,Cryoelectron microscopy
27,s41421-020-00193-7,Molecular biology
28,s41421-020-0182-y,Non-coding RNAs
29,s41421-020-0182-y,RNA metabolism
30,s41534-020-00296-9,Qubits
31,s41534-020-00296-9,Single photons and quantum effects
32,s41534-020-00296-9,Superconducting devices
33,s41534-020-00294-x,Quantum information
34,s41534-020-00294-x,Qubits
35,s41534-020-00294-x,Superconducting devices
36,s41540-020-00142-w,Biochemical networks
37,s41540-020-00142-w,Plant sciences
38,s41522-020-00140-0,Microbial ecology
39,s41522-020-00140-0,Microbiome
40,s41420-020-00298-8,Adult neurogenesis
41,s41420-020-00298-8,Apoptosis
42,s41420-020-00298-8,Attention
43,s41420-020-00298-8,Neural stem cells
44,s41420-020-00298-8,Neuroimmunology
45,s41405-020-0043-7,Oral hygiene
46,s41405-020-0043-7,Osteonecrosis of the jaw
47,s41526-020-00110-y,Microbial ecology
48,s41421-020-0184-9,Cell biology
49,s41421-020-0184-9,Molecular biology
50,s41524-020-00382-8,Atomistic models
51,s41524-020-00382-8,Mechanical properties
52,s41523-020-0172-0,Breast cancer
53,s41523-020-0172-0,Cancer genomics
54,s41523-020-0172-0,Medical genomics
55,s41523-020-0172-0,Tumour biomarkers
56,s41477-020-0637-z,Plant evolution
57,s41477-020-0637-z,Plant stem cell
58,s41477-020-0631-5,Cryoelectron microscopy
59,s41572-020-0168-y,Osteoimmunology
60,s41572-020-0168-y,Rheumatoid arthritis
61,s41572-020-0168-y,Rheumatology
62,s41477-020-0639-x,Molecular engineering in plants
63,s41477-020-0639-x,Photosynthesis
64,s41534-020-00295-w,Quantum information
65,s41534-020-00295-w,Qubits
66,s41378-020-0170-2,Electrical and electronic engineering
67,s41378-020-0170-2,Sensors
68,s41526-020-00109-5,Anatomy
69,s41526-020-00109-5,Brain injuries
70,s41526-020-00109-5,Optic nerve diseases
71,s41526-020-00109-5,Physiology
72,s41524-020-00376-6,Atomistic models
73,s41524-020-00376-6,Characterization and analytical techniques
74,s41524-020-00376-6,Structure of solids and liquids
75,s41524-020-00376-6,Theoretical chemistry
0,s43247-020-00026-1,Climate sciences
1,s43247-020-00026-1,Ecology
2,s43247-020-00026-1,Ecosystem ecology
3,s43247-020-00029-y,Climate sciences
4,s43247-020-00029-y,Energy and society
5,s43247-020-00029-y,Environmental sciences
6,s43017-020-0058-6,Carbon cycle
7,s43017-020-0058-6,Geochemistry
8,s43017-020-0058-6,Geomorphology
9,s43017-020-0060-z,Atmospheric science
10,s43017-020-0060-z,Climate-change impacts
11,s43017-020-0060-z,Climate sciences
12,s43016-020-0051-8,Plant biotechnology
13,s43016-020-0051-8,Plant genetics
14,s43017-020-0038-x,Geochemistry
15,s43017-020-0038-x,Mineralogy
16,s43017-020-0038-x,Volcanology
17,s43017-020-0040-3,Atmospheric dynamics
18,s43017-020-0040-3,Climate-change impacts
19,s43017-020-0040-3,Physical oceanography
20,s43017-020-0040-3,Projection and prediction
21,s43246-020-00053-7,Synthesis of graphene
22,s43246-020-00053-7,Two-dimensional materials
23,s43018-019-0002-1,Cancer
24,s43018-019-0002-1,Evolution
25,s43018-019-0002-1,Evolutionary genetics
26,s43018-019-0002-1,Oncology
27,s43018-019-0002-1,Phylogenetics
28,s43018-019-0002-1,Tumour heterogeneity
29,s43018-019-0005-y,Cancer
30,s43018-019-0005-y,Careers
31,s43018-019-0005-y,Oncology
32,s43016-019-0010-4,Agriculture
33,s43016-019-0010-4,Climate sciences
34,s43016-019-0010-4,Environmental sciences
35,s43016-019-0010-4,Health humanities
36,s43016-019-0010-4,Planetary science
37,s43016-019-0019-8,Agriculture
38,s43016-019-0019-8,Environmental impact
39,s43016-019-0019-8,Risk factors
40,s43018-020-0067-x,Biomarkers
41,s43018-020-0067-x,Drug development
42,s43018-020-0067-x,Target identification
43,s43018-020-0067-x,Target validation
44,s43018-020-0067-x,Targeted therapies
45,s43017-020-0030-5,Atmospheric dynamics
46,s43017-020-0030-5,Climate and Earth system modelling
47,s43017-020-0030-5,Climate-change impacts
48,s43017-020-0030-5,Hydrology
49,s43017-020-0029-y,Atmospheric dynamics
50,s43017-020-0029-y,Core processes
51,s43017-020-0029-y,Geomorphology
52,s43017-020-0029-y,Tectonics
53,s43246-020-00049-3,Bioinspired materials
54,s43246-020-00049-3,Chemical engineering
55,s43017-020-0049-7,Energy policy
56,s43017-020-0049-7,Natural gas
57,s43017-020-0049-7,Natural hazards
58,s43017-020-0049-7,Seismology
59,s43017-019-0019-0,Carbon cycle
60,s43017-019-0019-0,Element cycles
61,s43017-019-0019-0,Environmental impact
62,s43017-019-0019-0,Geochemistry
63,s43017-020-0027-0,Climate-change impacts
64,s43017-020-0027-0,Geochemistry
65,s43017-020-0027-0,Marine chemistry
66,s43017-020-0027-0,Mineralogy
67,s43016-019-0009-x,Chemistry
68,s43016-019-0009-x,Engineering
69,s43016-019-0009-x,Materials science
70,s43016-019-0009-x,Nanoscience and technology
71,s43016-019-0009-x,Physics
72,s43018-020-0043-5,Cancer
73,s43018-020-0043-5,Genomics
74,s43018-020-0043-5,Personalized medicine
75,s43018-020-0043-5,Tumour biomarkers
0,s41597-020-00776-9,Computational science
1,s41597-020-00776-9,Scientific data
2,s41597-020-00774-x,Environmental monitoring
3,s41597-020-00774-x,Pollution remediation
4,s41597-020-00737-2,Atmospheric science
5,s41597-020-00737-2,Hydrology
6,s41597-020-00775-w,Bacterial transcription
7,s41597-020-00775-w,Next-generation sequencing
8,s41599-020-00636-2,History
9,s41599-020-00636-2,Politics and international relations
10,s41599-020-00636-2,Science
11,s41599-020-00636-2, technology and society
12,s41599-020-00547-2,Education
13,s41599-020-00547-2,Health humanities
14,s41438-020-0338-9,Bioinformatics
15,s41438-020-0338-9,Gene expression profiling
16,s41438-020-0338-9,Plant breeding
17,s41407-020-0479-6,
18,s41599-020-00631-7,History
19,s41599-020-00631-7,Politics and international relations
20,s41599-020-00627-3,Geography
21,s41599-020-00627-3,Science
22,s41599-020-00627-3, technology and society
23,s41599-020-00634-4,Cultural and media studies
24,s41599-020-00634-4,Psychology
25,s41599-020-00634-4,Science
26,s41599-020-00634-4, technology and society
27,s41599-020-00618-4,Social policy
28,s41599-020-00618-4,Sociology
29,s41599-020-00613-9,Psychology
30,s41599-020-00613-9,Science
31,s41599-020-00613-9, technology and society
32,s41599-020-00628-2,Cultural and media studies
33,s41599-020-00628-2,Psychology
34,s41599-020-00635-3,Archaeology
35,s41599-020-00635-3,Geography
36,s41599-020-00630-8,Business and management
37,s41599-020-00638-0,Library science
38,s41599-020-00638-0,Science
39,s41599-020-00638-0, technology and society
40,s41599-020-00640-6,Complex networks
41,s41599-020-00640-6,Environmental studies
42,s41599-020-00640-6,Geography
43,s41599-020-00640-6,Information systems and information technology
44,s41599-020-00640-6,Science
45,s41599-020-00640-6, technology and society
46,s41599-020-0514-4,Economics
47,s41599-020-0514-4,Social policy
48,s41599-020-0514-4,Sociology
49,s41597-020-00740-7,Bacterial infection
50,s41597-020-00740-7,Pathogens
51,s41597-020-00746-1,Excited states
52,s41597-020-00746-1,Organic chemistry
53,s41597-020-00754-1,Gene expression
54,s41597-020-00754-1,RNA sequencing
55,s41597-020-00754-1,Transcriptomics
56,s41597-020-00754-1,Visual system
57,s41597-020-00742-5,Ecological epidemiology
58,s41597-020-00742-5,Epidemiology
59,s41597-020-00738-1,Biodiversity
60,s41597-020-00738-1,Community ecology
61,s41597-020-00738-1,Grassland ecology
62,s41438-020-00410-0,Biotic
63,s41438-020-00410-0,Pattern recognition receptors in plants
64,s41438-020-00396-9,Plant genetics
65,s41438-020-00396-9,Plant stress responses
66,s41438-020-00403-z,Gene regulation
67,s41438-020-00403-z,Metabolism
68,s41438-020-00403-z,Molecular engineering in plants
69,s41438-020-00403-z,Plant molecular biology
70,s41438-020-00408-8,Genome-wide association studies
71,s41438-020-00408-8,Plant breeding
72,s41438-020-00394-x,Non-coding RNAs
73,s41438-020-00394-x,Transgenic organisms
74,s41438-020-00406-w,Genome evolution
75,s41438-020-00406-w,Pharmacogenomics
76,s41438-020-00406-w,Plant breeding
77,s41438-020-00406-w,Transcriptomics
78,s41438-020-00413-x,Biotic
79,s41438-020-00413-x,Plant molecular biology
80,s41438-020-00404-y,Non-model organisms
81,s41438-020-00404-y,Transgenic organisms
0,s41599-020-0496-2,History
1,s41599-020-0502-8,Development studies
2,s41599-020-0502-8,Social policy
3,s41599-020-0502-8,Sociology
4,s41599-020-0492-6,Economics
5,s41599-020-0492-6,Politics and international relations
6,s41597-020-00722-9,Ecosystem ecology
7,s41597-020-00722-9,Lipids
8,s41597-020-00722-9,Marine biology
9,s41597-020-00722-9,Stable isotope analysis
10,s41597-020-00718-5,Element cycles
11,s41597-020-00725-6,Ecological epidemiology
12,s41597-020-00725-6,Malaria
13,s41597-020-00719-4,Data publication and archiving
14,s41597-020-00719-4,Genetic variation
15,s41597-020-00719-4,RNA sequencing
16,s41599-020-00622-8,Psychology
17,s41599-020-00622-8,Sociology
18,s41599-020-00620-w,Information systems and information technology
19,s41599-020-00620-w,Medical humanities
20,s41599-020-00620-w,Science
21,s41599-020-00620-w, technology and society
22,s41599-020-00611-x,Language and linguistics
23,s41599-020-00621-9,Development studies
24,s41599-020-00621-9,Education
25,s41599-020-00621-9,Language and linguistics
26,s41599-020-00621-9,Politics and international relations
27,s41599-020-00617-5,Politics and international relations
28,s41599-020-00617-5,Science
29,s41599-020-00617-5, technology and society
30,s41439-020-0106-2,Genetic association study
31,s41439-020-0106-2,Genetics
32,s41597-020-00763-0,Atmospheric dynamics
33,s41597-020-00763-0,Climate and Earth system modelling
34,s41599-020-00615-7,History
35,s41599-020-00615-7,Theatre and performance studies
36,s41599-020-00609-5,Politics and international relations
37,s41599-020-00609-5,Science
38,s41599-020-00609-5, technology and society
39,s41599-020-00609-5,Social policy
40,s41599-020-00619-3,Education
41,s41599-020-00619-3,History
42,s41439-020-0101-7,Predictive markers
43,s41439-020-0101-7,Risk factors
44,s41597-020-0484-9,Bacteriology
