journal,issn,title,authors,year,volume_issue,publication_date,doi
Molecular Ecology,0962-1083,The for gene as one of the drivers of foraging variations in a parasitic wasp.,Aurore Gallot; Emmanuel Desouhant; Vincent Lhuillier; David Lepetit; Adil El Filali; Laurence Mouton; Cristina Vieira-Heddi; Isabelle Amat,2023,,,10.1111/mec.16834
Molecular Ecology,0962-1083,Distinct type II opsins in the eye decode light properties for background adaptation and behavioural background preference,Gabriel E Bertolesi; Nilakshi Debnath; Karen Atkinson‐Leadbeater; Anna Niedzwiecka; Sarah McFarlane,2021,,,
Molecular Ecology,0962-1083,Ecological divergence of wild strawberry DNA methylation patterns at distinct spatial scales,De Kort H; Honnay O; Panis B; Deforce D; Van Nieuwerburgh F,2020,,,10.1111/mec.15689
Molecular Ecology,0962-1083,Community assembly and metaphylogeography of soil biodiversity: Insights from haplotype-level communityDNAmetabarcoding within an oceanic island,,2023,,,10.1111/mec.17215
Molecular Ecology,0962-1083,"Long-term spatiotemporal genetic structure of an accidental parasitoid introduction, and local changes in prevalence of its associated Wolbachia symbiont.",,,,,
Molecular Ecology,0962-1083,Transcribed microsatellite allele lengths are often correlated with gene expression in natural sunflower populations.,Chathurani Ranathunge; Gregory L Wheeler; Melody E Chimahusky; Andy D Perkins; Sreepriya Pramod; Mark E Welch,2020,,,10.1111/mec.15440
Molecular Ecology,0962-1083,Early presence of Batrachochytrium dendrobatidis in Mexico with a contemporary dominance of the global panzootic lineage,M Delia Basanta; Allison Q Byrne; Erica Bree Rosenblum; Jonah Piovia‐Scott; Gabriela Parra‐Olea,2021,,,
Molecular Ecology,0962-1083,"Evidence of introgression, ecological divergence and adaptation in Asterias sea stars",Melina Giakoumis; Gonzalo E Pinilla-Buitrago; Lukas J Musher; John P Wares; Stuart J E Baird; Michael J Hickerson,2023,,,10.1111/mec.17118
Molecular Ecology,0962-1083,Transgressive gene expression and expression plasticity under thermal stress in a stable hybrid zone.,Lindsey C Schwartz; Vanessa L González; Ellen E Strong; Manuela Truebano; Thomas J Hilbish,2024,,,10.1111/mec.17333
Molecular Ecology,0962-1083,Multispecies coinfections and presence of antibiotics shape resistance and fitness costs in a pathogenic bacterium,Roghaieh Ashrafi; Matthieu Bruneaux; Lotta-Riina Sundberg; Ville Hoikkala; Anssi Karvonen,2023,,,10.1111/mec.17040
Molecular Ecology,0962-1083,Molecular evolution and depth-related adaptations of rhodopsin in the adaptive radiation of cichlid fishes in Lake Tanganyika,Virginie Ricci; Fabrizia Ronco; Zuzana Musilova; Walter Salzburger,2022,,,10.1111/mec.16429
Molecular Ecology,0962-1083,Leveraging eDNA to expand the study of hybrid zones,Stewart KA; Taylor SA,2020,,,10.1111/mec.15514
Molecular Ecology,0962-1083,DNA metabarcoding suggests adaptive seasonal variation of individual trophic traits in a critically endangered fish.,Kurt Villsen; Emmanuel Corse; Emese Meglécz; Gaït Archambaud-Suard; Hélène Vignes; Alexander V Ereskovsky; Rémi Chappaz; Vincent Dubut,2022,,,10.1111/mec.16698
Molecular Ecology,0962-1083,The importance of alternative splicing in adaptive evolution,Pooja Singh; Ehsan Pashay Ahi,2022,,,
Molecular Ecology,0962-1083,MHC Class II Supertypes Affect Survival and Lifetime Reproductive Success in a Migratory Songbird,,,,,
Molecular Ecology,0962-1083,Plio-Pleistocene Climatic Fluctuations and Divergence With Gene Flow Drive Continent-Wide Diversification in an African Bird,Bridget O Ogolowa; Alan Brelsford; Jon Fjeldså; Andrea Fulgione; Louis Hadjioannou; Elisa C Henderson; Robert G Moyle; Michaella Moysi; Emmanuel C Nwankwo; Loïs Rancilhac; Thomas B Smith; Bridgett M von Holdt; Alexander N G Kirschel,2025,,,10.1111/mec.17770
Molecular Ecology,0962-1083,Environmental DNA effectively captures functional diversity of coastal fish communities,Giorgio Aglieri; Charles Baillie; Stefano Mariani; Carlo Cattano; Antonio Calò; Gabriele Turco; Davide Spatafora; Antonio Di Franco; Manfredi Di Lorenzo; Paolo Guidetti; Marco Milazzo,2021,,,
Molecular Ecology,0962-1083,Genome-wide SNP analysis reveals an increase in adaptive genetic variation through selective breeding of coral,Kate M Quigley; Line K Bay; Madeleine J H Oppen,2020,,,10.1111/mec.15482
Molecular Ecology,0962-1083,Phylogenomic approaches reveal how climate shapes patterns of genetic diversity in an African rain forest tree species,Andrew J Helmstetter; Biowa E N Amoussou; Kevin Bethune; Narcisse G Kamdem; Romain Glèlè Kakaï; Bonaventure Sonké; Thomas L P Couvreur,2020,,,10.1111/mec.15572
Molecular Ecology,0962-1083,Genomic Islands of Divergence Between Drosophila yakuba Subspecies are Predominantly Driven by Chromosomal Inversions and the Recombination Landscape,Erina A Ferreira; Cathy C Moore; David Ogereau; Arnaud Suwalski; Stéphane R Prigent; Rebekah L Rogers; Amir Yassin,2025,,,10.1111/mec.17627
Molecular Ecology,0962-1083,Distinct methylome patterns contribute to ecotypic differentiation in the growth of the storage organ of a flowering plant (sacred lotus),Hui Li; Xingyu Yang; Qingfeng Wang; Jinming Chen; Tao Shi,2021,,,
Molecular Ecology,0962-1083,Molecular control of the floral transition in the mast seeding plant Celmisia lyallii (Asteraceae),Samarth; Robyn Lee; Dave Kelly; Matthew H Turnbull; Richard C Macknight; Anthony M Poole; Paula E Jameson,2021,,,10.1111/mec.15859
Molecular Ecology,0962-1083,Host phylogeny and functional traits differentiate gut microbiomes in a diverse natural community of small mammals.,Bianca R P Brown; Jacob R Goheen; Seth D Newsome; Robert M Pringle; Todd M Palmer; Leo M Khasoha; Tyler R Kartzinel,2023,,,10.1111/mec.16874
Molecular Ecology,0962-1083,Population genomics of parallel adaptation,,,,,
Molecular Ecology,0962-1083,Empowering Regional Conservation: Genetic Diversity Assessments as a Tool for Eelgrass Management.,Ellika Faust; Kristie Rigby; Anders Olsson; Beatrice Alenius; Per-Olav Moksnes; Marlene Jahnke,2025,,,10.1111/mec.17656
Molecular Ecology,0962-1083,Molecular Ecology,,2020,,,10.1111/mec.v29.3
Molecular Ecology,0962-1083,Genomics‐informed delineation of conservation units in a desert amphibian,Brenna R Forester; Melanie Murphy; Chad Mellison; Jeffrey Petersen; David S Pilliod; Rachel Van Horne; Jim Harvey; W Chris Funk,2022,,,
Molecular Ecology,0962-1083,Phylogeography of horseshoe bat sarbecoviruses in Vietnam and neighbouring countries. Implications for the origins of SARS-CoV and SARS-CoV-2,Alexandre Hassanin; Vuong Tan Tu; Tamás Görföl; Lam Quang Ngon; Phu Van Pham; Chu Thi Hang; Tran Anh Tuan; Mathieu Prot; Etienne Simon-Lorière; Gábor Kemenesi; Gábor Endre Tóth; Laurent Moulin; Sébastien Wurtzer,2024,,,10.1111/mec.17486
Molecular Ecology,0962-1083,Environmental DNA: What's behind the term? Clarifying the terminology and recommendations for its future use in biomonitoring,Pawlowski J; Apotheloz-Perret-Gentil L; Altermatt F,2020,,,10.1111/mec.15643
Molecular Ecology,0962-1083,Sperm of more colourful males are better adapted to ovarian fluids in lake char (Salmonidae),David Nusbaumer; Laura Garaud; Christian de Guttry; Laurie Ançay; Claus Wedekind,2023,,,
Molecular Ecology,0962-1083,Widespread intersex differentiation across the stickleback genome – The signature of sexually antagonistic selection?,Mirjam Bissegger; Telma G Laurentino; Marius Roesti; Daniel Berner,2020,,,
Molecular Ecology,0962-1083,Inferring Species Interactions From Co-occurrence Networks With Environmental DNA Metabarcoding Data in a Coastal Marine Food Web,Elizabeth Boyse; Kevin P Robinson; Ian M Carr; Elena Valsecchi; Maria Beger; Simon J Goodman,2025,,,10.1111/mec.17701
Molecular Ecology,0962-1083,Using axenic and gnotobiotic insects to examine the role of different microbes on the development and reproduction of the kissing bug Rhodnius prolixus (Hemiptera: Reduviidae),,,,,
Molecular Ecology,0962-1083,"Ecology, the pace‐of‐life, epistatic selection and the maintenance of genetic variation in life‐history genes",Göran Arnqvist; Locke Rowe,2023,,,
Molecular Ecology,0962-1083,Virus infection modulates male sexual behaviour in Caenorhabditis elegans,Lisa van Sluijs; Jie Liu; Mels Schrama; Sanne van Hamond; Sophie P J M Vromans; Marèl H Scholten; Nika Žibrat; Joost A G Riksen; Gorben P Pijlman; Mark G Sterken; Jan E Kammenga,2021,,,10.1111/mec.16179
Molecular Ecology,0962-1083,The population bottleneck of the Iberian wolf impacted genetic diversity but not admixture with domestic dogs: A temporal genomic approach,Diana Lobo; José Vicente López-Bao; Raquel Godinho,2023,,,10.1111/mec.17171
Molecular Ecology,0962-1083,Host gene expression in wildlife disease: making sense of species-level responses,Evan A Eskew; Devaughn Fraser; Maarten J Vonhof; Malin L Pinsky; Brooke Maslo,2021,,,10.1111/mec.16172
Molecular Ecology,0962-1083,Genomics and ecological modelling clarify species integrity in a confusing group of butterflies,Erin O Campbell; Zachary G MacDonald; Edward V Gage; Randy V Gage; Felix A H Sperling,2022,,,
Molecular Ecology,0962-1083,Two ways to be endemic. Alps and Apennines are different functional refugia during climatic cycles,Menchetti M; Cini A; Salvati V; Dapporto L; Platania L; Vila R; Talavera G; Dinca V; Bonelli S; Balletto E,2021,,,10.1111/mec.15795
Molecular Ecology,0962-1083,"Surviving on Limited Resources: Effects of Caloric Restriction on Growth, Gene Expression and Gut Microbiota in a Species With Male Pregnancy (Hippocampus erectus).",Freya Adele Pappert; Vincent Alexander Wüst; Carmen Fontanes Eguiguren; Olivia Roth,2025,,,10.1111/mec.17754
Molecular Ecology,0962-1083,Rapid evolutionary divergence of a songbird population following recent colonization of an urban area.,Guillermo Friis; Jonathan W Atwell; Adam M Fudickar; Timothy J Greives; Pamela J Yeh; Trevor D Price; Ellen D Ketterson; Borja Milá,2022,,,10.1111/mec.16422
Molecular Ecology,0962-1083,Highly structured populations of copepods at risk to deep-sea mining: Integration of genomic data with demogenetic and biophysical modelling,Coral Diaz-Recio Lorenzo; Adrien Tran Lu Y; Otis Brunner; Pedro Martínez Arbizu; Didier Jollivet; Stefan Laurent; Sabine Gollner,2024,,,10.1111/mec.17340
Molecular Ecology,0962-1083,Reconstructing marine plankton food web interactions using DNA metabarcoding,Sara Zamora‐Terol; Andreas Novotny; Monika Winder,2020,,,
Molecular Ecology,0962-1083,The tip of the iceberg: Genome wide marker analysis reveals hidden hybridization during invasion,Hanna S Rosinger; Armando Geraldes; Kristin A Nurkowski; Paul Battlay; Roger D Cousens; Loren H Rieseberg; Kathryn A Hodgins,2021,,,10.1111/mec.15768
Molecular Ecology,0962-1083,Whole genome assessment of a declining game bird reveals cryptic genetic structure and insights for population management,Leilton W Luna; Lisa M Williams; Kenneth Duren; Reina Tyl; David P L Toews; Julian D Avery,2023,,,10.1111/mec.17129
Molecular Ecology,0962-1083,Pattern and causes of the establishment of the invasive bacterial potato pathogen Dickeya solani and of the maintenance of the resident pathogen D. dianthicola,Pauline Blin; Kévin Robic; Slimane Khayi; Jérémy Cigna; Euphrasie Munier; Pauline Dewaegeneire; Angélique Laurent; Yan Jaszczyszyn; Kar‐Wai Hong; Kok‐Gan Chan; Amélie Beury; Sylvie Reverchon; Tatiana Giraud; Valérie Hélias; Denis Faure,2021,,,
Molecular Ecology,0962-1083,Patterns of pan‐genome occupancy and gene coexpression under water‐deficit in Brachypodium distachyon,Rubén Sancho; Pilar Catalán; Bruno Contreras‐Moreira; Thomas E Juenger; David L Des Marais,2022,,,
Molecular Ecology,0962-1083,Inbreeding depression in an outbred stickleback population,Antoine Fraimout; Pasi Rastas; Lei Lv; Juha Merilä,2023,,,
Molecular Ecology,0962-1083,Evolutionary consequences of loss of sexual reproduction on male‐related traits in parthenogenetic lineages of the pea aphid,Hélène Defendini; Maud Rimbault; Frédérique Mahéo; Romuald Cloteau; Gaëtan Denis; Lucie Mieuzet; Yannick Outreman; Jean‐Christophe Simon; Julie Jaquiéry,2023,,,
Molecular Ecology,0962-1083,Zeta diversity differentiates factors driving community assembly of rare and common ectomycorrhizal fungi,Laura G van Galen; David A Orlovich; Janice M Lord; Julia Bohorquez; Andy R Nilsen; Tina C Summerfield; Matthew J Larcombe,2023,,,10.1111/mec.16860
Molecular Ecology,0962-1083,Inbreeding effects on telomeres in hatchling sand lizards (Lacerta agilis): An optimal family affair?,Mats Olsson; Badreddine Bererhi; Emily Miller; Tonia Schwartz; Nicky Rollings; Willow Lindsay; Erik Wapstra,2022,,,10.1111/mec.16723
Molecular Ecology,0962-1083,Runs of homozygosity reveal past bottlenecks and contemporary inbreeding across diverging populations of an island‐colonizing bird,Claudia A Martin; Eleanor C Sheppard; Juan Carlos Illera; Alexander Suh; Krystyna Nadachowska‐Brzyska; Lewis G Spurgin; David S Richardson,2023,,,
Molecular Ecology,0962-1083,Paternal starvation affects metabolic gene expression during zebrafish offspring development and lifelong fitness,,,,,
Molecular Ecology,0962-1083,What can cold‐induced transcriptomes of Arctic Brassicaceae tell us about the evolution of cold tolerance?,Siri Birkeland; Tanja Slotte; Anne Krag Brysting; A Lovisa S Gustafsson; Torgeir Rhoden Hvidsten; Christian Brochmann; Michael D Nowak,2022,,,
Molecular Ecology,0962-1083,Environmental DNA : The next chapter,Rosetta Blackman; Marjorie Couton; François Keck; Dominik Kirschner; Luca Carraro; Eva Cereghetti; Kilian Perrelet; Raphael Bossart; Jeanine Brantschen; Yan Zhang; Florian Altermatt,2024,,,10.1111/mec.17355
Molecular Ecology,0962-1083,Immune gene regulation is associated with age and environmental adversity in a nonhuman primate.,Marina M Watowich; Christina E Costa; Kenneth L Chiou; Elisabeth A Goldman; Rachel M Petersen; Sam Patterson; Melween I Martínez; Kirstin N Sterner; Julie E Horvath; Michael J Montague; Michael L Platt; Lauren J N Brent; James P Higham; Amanda J Lea; Noah Snyder-Mackler; Cayo Biobank Research Unit,2024,,,10.1111/mec.17445
Molecular Ecology,0962-1083,Gene expression links genotype and phenotype during rapid adaptation.,Emily B Josephs,2021,,,10.1111/mec.15729
Molecular Ecology,0962-1083,Community assembly of bacteria and archaea in coastal waters governed by contrasting mechanisms: A seasonal perspective,Kai Wang; Huizhen Yan; Xin Peng; Hanjing Hu; Huajun Zhang; Dandi Hou; Wei Chen; Peng Qian; Junfeng Liu; Jingbo Cai; Xueliang Chai; Demin Zhang,2020,,,10.1111/mec.15600
Molecular Ecology,0962-1083,What evolutionary processes maintain MHC IIꞵ diversity within and among populations of stickleback?,Foen Peng; Kimberly M Ballare; S Hollis Woodard; Stijn Haan; Daniel I Bolnick,2021,,,10.1111/mec.15840
Molecular Ecology,0962-1083,Associations between DNA methylation and telomere length during early life: Insight from wild zebra finches (Taeniopygia guttata),Elizabeth L Sheldon; Riccardo Ton; Winnie Boner; Pat Monaghan; Shirley Raveh; Aaron W Schrey; Simon C Griffith,2022,,,10.1111/mec.16187
Molecular Ecology,0962-1083,Comparative genomics reveals divergent thermal selection in warm- and cold-tolerant marine mussels,Iva Popovic; Cynthia Riginos,2020,,,10.1111/mec.15339
Molecular Ecology,0962-1083,"Interaction between MHC diversity and constitution, gut microbiota and Astrovirus infections in a neotropical bat",Ramona Fleischer; Dominik W Schmid; Stefan D Brändel; Andrea Rasche; Victor M Corman; Christian Drosten; Marco Tschapka; Simone Sommer,2022,,,
Molecular Ecology,0962-1083,Inter-algal associations and nutrients linked by Scenedesmus and Desmodesmus structure eukaryotic algal communities.,,,,,
Molecular Ecology,0962-1083,Retraction: The genomics of mimicry: Gene expression throughout development provides insights into convergent and divergent phenotypes in a Müllerian mimicry system,,2024,,,10.1111/mec.17345
Molecular Ecology,0962-1083,Disentangling the effects of geographic peripherality and habitat suitability on neutral and adaptive genetic variation in Swiss stone pine,Benjamin Dauphin; Rafael O Wüest; Sabine Brodbeck; Stefan Zoller; Martin C Fischer; Rolf Holderegger; Felix Gugerli; Christian Rellstab,2020,,,10.1111/mec.15467
